"","Township","Year","Number.of.Loss.Patches","Avg.Patch.Size","Total.Area.of.Loss.Patches"
"1236","Kya-In Seikkyi","2012",24204,4557.63984959028,110313114.919483
"1237","Kya-In Seikkyi","2013",26911,3780.05846784281,101725153.428118
"1238","Kya-In Seikkyi","2014",35385,4990.67215725128,176594934.284337
"1239","Kya-In Seikkyi","2015",12735,6807.90268422119,86698640.6835569
"1240","Kya-In Seikkyi","2016",17388,8435.91807807285,146683743.541531
"1241","Kya-In Seikkyi","2017",15096,8845.96847805148,133538740.144665
"1242","Kyaiklat","2001",26,1056.94906154201,27480.6756000923
"1243","Kyaiklat","2002",10,890.875680862889,8908.75680862889
"1244","Kyaiklat","2003",11,1080.02292800263,11880.2522080289
"1245","Kyaiklat","2004",13,1028.09780304911,13365.2714396384
"1246","Kyaiklat","2005",20,1076.30734381464,21526.1468762928
"1247","Kyaiklat","2006",20,1188.08947760354,23761.7895520708
"1248","Kyaiklat","2007",13,971.025214090277,12623.3277831736
"1249","Kyaiklat","2008",28,1007.92106181347,28221.7897307772
"1250","Kyaiklat","2009",12,1299.06873633084,15588.8248359701
"1251","Kyaiklat","2010",28,1193.54025398041,33419.1271114515
"1252","Kyaiklat","2011",16,1160.20560075321,18563.2896120513
"1253","Kyaiklat","2012",29,947.387021935929,27474.2236361419
"1254","Kyaiklat","2013",10,1039.84595116668,10398.4595116668
"1255","Kyaiklat","2014",10,891.010878269449,8910.10878269449
"1256","Kyaiklat","2015",0,0,0
"1257","Kyaiklat","2016",0,0,0
"1258","Kyaiklat","2017",1,4456.47299850161,4456.47299850161
"1259","Kyaikmaraw","2001",533,2428.25485469177,1294259.83755071
"1260","Kyaikmaraw","2002",336,2272.33344215041,763504.036562538
"1261","Kyaikmaraw","2003",421,2452.39930484233,1032460.10733862
"1262","Kyaikmaraw","2004",656,2529.72877416386,1659502.07585149
"1263","Kyaikmaraw","2005",565,3203.67493926946,1810076.34068725
"1264","Kyaikmaraw","2006",2270,5853.41673124967,13287255.9799368
"1265","Kyaikmaraw","2007",1632,7364.61072320639,12019044.7002728
"1266","Kyaikmaraw","2008",1549,7100.83227880031,10999189.1998617
"1267","Kyaikmaraw","2009",2209,6548.75225297298,14466193.7268173
"1268","Kyaikmaraw","2010",2480,6009.41582096739,14903351.2359991
"1269","Kyaikmaraw","2011",2274,7609.17952804848,17303274.2467822
"1270","Kyaikmaraw","2012",4679,7371.8228150974,34492758.9518408
"1271","Kyaikmaraw","2013",5353,3735.02329663528,19993579.7068886
"1272","Kyaikmaraw","2014",5096,5580.30217413812,28437219.8794079
"1273","Kyaikmaraw","2015",1194,7588.57505375515,9060758.61418365
"1274","Kyaikmaraw","2016",1767,10997.3042584386,19432236.624661
"1275","Kyaikmaraw","2017",1438,9027.36203978747,12981346.6132144
"1276","Kyaikto","2001",309,2701.30230892289,834702.413457174
"1277","Kyaikto","2002",501,2167.59468437018,1085964.93686946
"1278","Kyaikto","2003",645,2579.38967825029,1663706.34247144
"1279","Kyaikto","2004",1125,2704.40197806907,3042452.22532771
"1280","Kyaikto","2005",416,2979.69407383825,1239552.73471671
"1281","Kyaikto","2006",1254,3891.10566040154,4879446.49814354
"1282","Kyaikto","2007",1181,3950.59523297387,4665652.97014214
"1283","Kyaikto","2008",1751,4089.84384765219,7161316.57723898
"1284","Kyaikto","2009",1162,5733.63631575506,6662485.39890738
"1285","Kyaikto","2010",1622,5134.11558133906,8327535.47293196
"1286","Kyaikto","2011",1469,3920.0283211043,5758521.60370222
"1287","Kyaikto","2012",3152,4224.27128235383,13314903.0819793
"1288","Kyaikto","2013",2350,6372.85539375771,14976210.1753306
"1289","Kyaikto","2014",2808,6716.39225881076,18859629.4627406
"1290","Kyaikto","2015",1209,8395.79628015971,10150517.7027131
"1291","Kyaikto","2016",1086,10176.8946733777,11052107.6152882
"1292","Kyaikto","2017",1238,9335.59138867031,11557462.1391738
"1293","Kyangin","2001",97,3213.40536445113,311700.32035176
"1294","Kyangin","2002",63,1248.86718572156,78678.6327004586
"1295","Kyangin","2003",79,1330.74409351086,105128.783387358
"1296","Kyangin","2004",143,1619.68849888944,231615.45534119
"1297","Kyangin","2005",177,1341.78068628486,237495.18147242
"1298","Kyangin","2006",384,1748.56613625861,671449.396323308
"1299","Kyangin","2007",31,1660.3739068255,51471.5911115906
"1300","Kyangin","2008",145,1303.23621309652,188969.250898995
"1301","Kyangin","2009",118,1645.14976028127,194127.67171319
"1302","Kyangin","2010",203,1767.63238349177,358829.37384883
"1303","Kyangin","2011",134,2452.66218300802,328656.732523075
"1304","Kyangin","2012",188,1552.42957020789,291856.759199084
"1305","Kyangin","2013",303,1884.98552296621,571150.613458762
"1306","Kyangin","2014",346,2458.01614374482,850473.585735708
"1307","Kyangin","2015",47,3238.26161833466,152198.296061729
"1308","Kyangin","2016",51,6357.75242156698,324245.373499916
"1309","Kyangin","2017",72,4086.02018667768,294193.453440793
"1310","Kyaukki","2001",780,5016.65484190747,3912990.77668783
"1311","Kyaukki","2002",1972,3810.9057572771,7515106.15335044
"1312","Kyaukki","2003",1987,5093.05903489099,10119908.3023284
"1313","Kyaukki","2004",3000,4342.51667152344,13027550.0145703
"1314","Kyaukki","2005",437,3609.97454358774,1577558.87554784
"1315","Kyaukki","2006",2845,4979.39373911012,14166375.1877683
"1316","Kyaukki","2007",2121,5591.59505996574,11859773.1221873
"1317","Kyaukki","2008",1441,5787.7575264258,8340158.59557958
"1318","Kyaukki","2009",2864,5375.13333933894,15394381.8838667
"1319","Kyaukki","2010",2532,5515.72646357794,13965819.4057793
"1320","Kyaukki","2011",1864,4788.34803157989,8925480.73086491
"1321","Kyaukki","2012",4195,4634.45628755431,19441544.1262903
"1322","Kyaukki","2013",2715,8092.11109723932,21970081.6290048
"1323","Kyaukki","2014",4233,8422.58424333319,35652799.1020294
"1324","Kyaukki","2015",1983,15541.0050678893,30817813.0496245
"1325","Kyaukki","2016",2595,17336.6265321068,44988545.8508173
"1326","Kyaukki","2017",2443,17836.1458675335,43573704.3543844
"1327","Kyaukme","2001",3213,2270.40713233295,7294818.11618576
"1328","Kyaukme","2002",4559,3049.53243777446,13902818.3838138
"1329","Kyaukme","2003",6686,3175.03861497735,21228308.1797385
"1330","Kyaukme","2004",6186,3200.98899454782,19801317.9202728
"1331","Kyaukme","2005",5376,2923.06023035565,15714371.798392
"1332","Kyaukme","2006",5416,3287.00498563153,17802419.0021803
"1333","Kyaukme","2007",5757,3433.89381646725,19768926.701402
"1334","Kyaukme","2008",4047,3371.4735785356,13644353.5723336
"1335","Kyaukme","2009",13784,4120.40476354419,56795659.2606931
"1336","Kyaukme","2010",7425,4019.91805879921,29847891.5865841
"1337","Kyaukme","2011",6130,3555.75040087159,21796749.9573428
"1338","Kyaukme","2012",11263,3133.10456156541,35288156.6769112
"1339","Kyaukme","2013",11859,4366.79489702794,51785820.6838543
"1340","Kyaukme","2014",14048,4661.59655404885,65486108.3912783
"1341","Kyaukme","2015",5730,8027.40263364971,45997017.0908128
"1342","Kyaukme","2016",6828,9344.86859497785,63806762.7665088
"1343","Kyaukme","2017",6910,9444.46297876537,65261239.1832687
"1344","Kyaukpadaung","2001",12,1690.42252515849,20285.0703019019
"1345","Kyaukpadaung","2002",12,1146.87961052514,13762.5553263017
"1346","Kyaukpadaung","2003",5,2173.61208316729,10868.0604158364
"1347","Kyaukpadaung","2004",17,2771.52259975619,47115.8841958552
"1348","Kyaukpadaung","2005",6,723.255002052544,4339.53001231527
"1349","Kyaukpadaung","2006",18,3338.33116980959,60089.9610565727
"1350","Kyaukpadaung","2007",5,1303.81584813681,6519.07924068406
"1351","Kyaukpadaung","2008",10,1739.11692676618,17391.1692676618
"1352","Kyaukpadaung","2009",18,1930.5368571236,34749.6634282248
"1353","Kyaukpadaung","2010",29,1798.86952435458,52167.2162062829
"1354","Kyaukpadaung","2011",9,1287.36614399362,11586.2952959426
"1355","Kyaukpadaung","2012",52,1099.30142222212,57163.6739555503
"1356","Kyaukpadaung","2013",3,724.216147752524,2172.64844325757
"1357","Kyaukpadaung","2014",2,1444.18110828482,2888.36221656963
"1358","Kyaukpadaung","2015",7,2579.33662428108,18055.3563699676
"1359","Kyaukpadaung","2016",0,0,0
"1360","Kyaukpadaung","2017",1,7944.94426142387,7944.94426142387
"1361","Kyaukpyu","2001",595,6191.39034308291,3683877.25413433
"1362","Kyaukpyu","2002",553,6237.66527925392,3449428.89942742
"1363","Kyaukpyu","2003",410,5677.24736953706,2327671.4215102
"1364","Kyaukpyu","2004",446,9462.51174491593,4220280.23823251
"1365","Kyaukpyu","2005",406,10210.7787946598,4145576.19063187
"1366","Kyaukpyu","2006",946,7528.6386418969,7122092.15523447
"1367","Kyaukpyu","2007",652,8240.2998527953,5372675.50402254
"1368","Kyaukpyu","2008",1065,10596.9531259549,11285755.079142
"1369","Kyaukpyu","2009",940,8593.43594128706,8077829.78480984
"1370","Kyaukpyu","2010",1485,7278.88166784938,10809139.2767563
"1371","Kyaukpyu","2011",908,4812.5997415883,4369840.56536218
"1372","Kyaukpyu","2012",2269,3348.07850367503,7596790.12483865
"1373","Kyaukpyu","2013",1243,2705.90656291756,3363441.85770653
"1374","Kyaukpyu","2014",1204,2916.91099648194,3511960.83976425
"1375","Kyaukpyu","2015",471,5237.7742481752,2466991.67089052
"1376","Kyaukpyu","2016",465,7836.32558286902,3643891.39603409
"1377","Kyaukpyu","2017",519,6334.51192766216,3287611.69045666
"1378","Kyaukse","2001",374,1751.7114297151,655140.074713449
"1379","Kyaukse","2002",303,2593.30009689417,785769.929358935
"1380","Kyaukse","2003",610,2209.83609474525,1348000.0177946
"1381","Kyaukse","2004",573,2238.33535028894,1282566.15571556
"1382","Kyaukse","2005",776,2426.84213483851,1883229.49663468
"1383","Kyaukse","2006",663,3123.55118476724,2070914.43550068
"1384","Kyaukse","2007",768,3028.61362180969,2325975.26154984
"1385","Kyaukse","2008",1076,2846.56693813306,3062906.02543117
"1386","Kyaukse","2009",1480,3220.96480816791,4767027.91608851
"1387","Kyaukse","2010",1419,3071.77627459387,4358850.5336487
"1388","Kyaukse","2011",879,3057.71981251469,2687735.71520041
"1389","Kyaukse","2012",1024,2471.79365920823,2531116.70702923
"1390","Kyaukse","2013",2804,2910.8463793018,8162013.24756225
"1391","Kyaukse","2014",2943,3647.48973993646,10734562.304633
"1392","Kyaukse","2015",1463,4843.16334772681,7085547.97772433
"1393","Kyaukse","2016",1386,7466.75610464342,10348923.9610358
"1394","Kyaukse","2017",1603,7156.95299918241,11472595.6576894
"1395","Kyauktaga","2001",1057,1868.74704011046,1975265.62139676
"1396","Kyauktaga","2002",2031,1959.67689733506,3980103.7784875
"1397","Kyauktaga","2003",1172,2304.83900303388,2701271.31155571
"1398","Kyauktaga","2004",4234,2420.0564279991,10246518.9161482
"1399","Kyauktaga","2005",1052,3101.54695975364,3262827.40166083
"1400","Kyauktaga","2006",2180,4854.06423301581,10581860.0279745
"1401","Kyauktaga","2007",1646,3197.7291238172,5263462.13780312
"1402","Kyauktaga","2008",1111,2762.98531172633,3069676.68132796
"1403","Kyauktaga","2009",2866,2698.79921979017,7734758.56391864
"1404","Kyauktaga","2010",2050,3791.724385592,7773034.99046359
"1405","Kyauktaga","2011",2868,3058.92973175413,8773010.47067084
"1406","Kyauktaga","2012",4501,3130.22435346599,14089139.8149504
"1407","Kyauktaga","2013",2439,3486.85503726571,8504439.43589108
"1408","Kyauktaga","2014",2967,4666.28167988221,13844857.7442105
"1409","Kyauktaga","2015",832,9228.72857305079,7678302.17277826
"1410","Kyauktaga","2016",784,16902.7078530121,13251722.9567615
"1411","Kyauktaga","2017",800,17134.3302402386,13707464.1921908
"1412","Kyauktan","2001",0,0,0
"1413","Kyauktan","2002",1,742.008356012455,742.008356012455
"1414","Kyauktan","2003",2,741.963663579865,1483.92732715973
"1415","Kyauktan","2004",6,2225.88126443555,13355.2875866133
"1416","Kyauktan","2005",2,742.03526236144,1484.07052472288
"1417","Kyauktan","2006",5,2225.87162480215,11129.3581240107
"1418","Kyauktan","2007",4,1669.47554396671,6677.90217586685
"1419","Kyauktan","2008",6,1236.50622315133,7419.03733890795
"1420","Kyauktan","2009",4,2040.24419837885,8160.97679351541
"1421","Kyauktan","2010",16,1947.48325812325,31159.7321299721
"1422","Kyauktan","2011",12,2349.60973770431,28195.3168524518
"1423","Kyauktan","2012",5,1038.69845311396,5193.49226556979
"1424","Kyauktan","2013",6,1855.1195559075,11130.717335445
"1425","Kyauktan","2014",23,1678.158405961,38597.643337103
"1426","Kyauktan","2015",2,4082.88613195026,8165.77226390052
"1427","Kyauktan","2016",4,4823.09021686678,19292.3608674671
"1428","Kyauktan","2017",6,9521.49109107503,57128.9465464502
"1429","Kyauktaw","2001",1662,1678.86962933724,2790281.3239585
"1430","Kyauktaw","2002",3291,1519.16955990102,4999587.02163425
"1431","Kyauktaw","2003",2264,1599.76340926058,3621864.35856596
"1432","Kyauktaw","2004",2605,1678.25104302706,4371843.9670855
"1433","Kyauktaw","2005",1432,2011.17817162535,2880007.14176749
"1434","Kyauktaw","2006",1321,1807.77389393761,2388069.31389158
"1435","Kyauktaw","2007",15,1785.52758862843,26782.9138294265
"1436","Kyauktaw","2008",3666,1832.2329939561,6716966.15584306
"1437","Kyauktaw","2009",4027,1901.95703365125,7659180.9745136
"1438","Kyauktaw","2010",363,2265.19995273678,822267.582843451
"1439","Kyauktaw","2011",4660,2082.65077151241,9705152.59524783
"1440","Kyauktaw","2012",2512,1485.05086553685,3730447.77422858
"1441","Kyauktaw","2013",5079,2010.96671748792,10213699.9581212
"1442","Kyauktaw","2014",4377,4248.65730134142,18596373.0079714
"1443","Kyauktaw","2015",2426,10106.0243799656,24517215.1457964
"1444","Kyauktaw","2016",1859,16220.7582286409,30154389.5470435
"1445","Kyauktaw","2017",1991,17076.9437185553,34000194.9436436
"1446","Kyaunggon","2001",6,1233.5450840205,7401.27050412298
"1447","Kyaunggon","2002",4,925.326265517687,3701.30506207075
"1448","Kyaunggon","2003",12,1172.33096603971,14067.9715924765
"1449","Kyaunggon","2004",9,1069.25337693809,9623.28039244281
"1450","Kyaunggon","2005",5,1776.65565331659,8883.27826658294
"1451","Kyaunggon","2006",5,740.463437944614,3702.31718972307
"1452","Kyaunggon","2007",4,2591.69212987478,10366.7685194991
"1453","Kyaunggon","2008",6,740.360881673553,4442.16529004132
"1454","Kyaunggon","2009",6,1604.5535116857,9627.32107011423
"1455","Kyaunggon","2010",5,1776.69464502424,8883.47322512118
"1456","Kyaunggon","2011",7,2220.17194650096,15541.2036255067
"1457","Kyaunggon","2012",18,1151.56497528575,20728.1695551435
"1458","Kyaunggon","2013",17,958.114823473401,16287.9519990478
"1459","Kyaunggon","2014",4,1665.37694021908,6661.50776087632
"1460","Kyaunggon","2015",0,0,0
"1461","Kyaunggon","2016",2,1110.28743317001,2220.57486634002
"1462","Kyaunggon","2017",1,2220.16510377296,2220.16510377296
"1463","Kyonpyaw","2001",24,1047.80894449647,25147.4146679153
"1464","Kyonpyaw","2002",26,1108.90523601981,28831.5361365151
"1465","Kyonpyaw","2003",29,1300.28848536029,37708.3660754485
"1466","Kyonpyaw","2004",68,1108.71853434811,75392.8603356713
"1467","Kyonpyaw","2005",24,2309.92889127971,55438.2933907131
"1468","Kyonpyaw","2006",32,1847.98394666287,59135.4862932118
"1469","Kyonpyaw","2007",39,1762.31748338562,68730.3818520393
"1470","Kyonpyaw","2008",42,1495.82697420184,62824.7329164775
"1471","Kyonpyaw","2009",64,1512.74582711361,96815.7329352708
"1472","Kyonpyaw","2010",35,1562.75542125929,54696.4397440752
"1473","Kyonpyaw","2011",129,1609.96751769062,207685.80978209
"1474","Kyonpyaw","2012",327,1094.11137656702,357774.420137415
"1475","Kyonpyaw","2013",379,1273.45122811829,482638.015456834
"1476","Kyonpyaw","2014",256,1911.06333431634,489232.213584983
"1477","Kyonpyaw","2015",34,3824.60203073824,130036.4690451
"1478","Kyonpyaw","2016",30,10468.0547470401,314041.642411204
"1479","Kyonpyaw","2017",22,4502.35349800615,99051.7769561352
"1480","Kyunhla","2001",1410,4837.31152943721,6820609.25650646
"1481","Kyunhla","2002",1938,4463.23912687187,8649757.42787769
"1482","Kyunhla","2003",2006,4061.43317103252,8147234.94109123
"1483","Kyunhla","2004",2556,6056.13669789206,15479485.3998121
"1484","Kyunhla","2005",2928,4831.5597512064,14146806.9515323
"1485","Kyunhla","2006",2324,5483.46308874936,12743568.2182535
"1486","Kyunhla","2007",2711,4939.92826576583,13392145.5284912
"1487","Kyunhla","2008",2253,3903.17030007081,8793842.68605954
"1488","Kyunhla","2009",2991,5303.29972727575,15862169.4842818
"1489","Kyunhla","2010",1617,3979.15091218885,6434287.02500938
"1490","Kyunhla","2011",2218,4935.26246328772,10946412.1435722
"1491","Kyunhla","2012",2948,4041.84217205401,11915350.7232152
"1492","Kyunhla","2013",2250,2447.08945251012,5505951.26814777
"1493","Kyunhla","2014",2238,2962.0747172214,6629123.2171415
"1494","Kyunhla","2015",1740,4079.2309810526,7097861.90703152
"1495","Kyunhla","2016",1107,5211.32438728847,5768936.09672833
"1496","Kyunhla","2017",1346,6181.93525849949,8320884.85794031
"1497","Labutta","2001",15,793.352740312694,11900.2911046904
"1498","Labutta","2002",6,868.986583589197,5213.91950153518
"1499","Labutta","2003",11,1151.37512244528,12665.1263468981
"1500","Labutta","2004",44,1269.26647627813,55847.7249562375
"1501","Labutta","2005",22,1252.61155882146,27557.454294072
"1502","Labutta","2006",89,1514.63195583708,134802.2440695
"1503","Labutta","2007",35,2085.50028387306,72992.5099355571
"1504","Labutta","2008",86,1290.24069016221,110960.69935395
"1505","Labutta","2009",3,1490.2992933633,4470.89788008991
"1506","Labutta","2010",23,1554.56586262719,35755.0148404254
"1507","Labutta","2011",36,1820.11732583918,65524.2237302105
"1508","Labutta","2012",107,1223.64050442618,130929.533973601
"1509","Labutta","2013",122,1220.3234587273,148879.46196473
"1510","Labutta","2014",186,1749.28892337332,325367.739747438
"1511","Labutta","2015",4,4088.65246004514,16354.6098401805
"1512","Labutta","2016",76,8680.48127894417,659716.577199757
"1513","Labutta","2017",41,5845.94433673303,239683.717806054
"1514","Lahe","2001",5455,6071.1785939083,33118279.2297698
"1515","Lahe","2002",6061,6494.93973849014,39365829.7549887
"1516","Lahe","2003",3895,7200.39610363775,28045542.823669
"1517","Lahe","2004",7757,5128.96134893508,39785353.1836894
"1518","Lahe","2005",5833,6039.79799107539,35230141.6819427
"1519","Lahe","2006",4622,5899.19814969266,27266093.8478795
"1520","Lahe","2007",5414,5661.52099099593,30651474.6452519
"1521","Lahe","2008",5877,7092.93630236427,41685186.6489948
"1522","Lahe","2009",5815,7422.15164656493,43159811.8247751
"1523","Lahe","2010",4337,6164.15084571058,26733922.2178468
"1524","Lahe","2011",5170,7433.23384200792,38429818.963181
"1525","Lahe","2012",8788,9957.69378806425,87508213.0095087
"1526","Lahe","2013",11524,11884.5870967562,136957981.703019
"1527","Lahe","2014",11763,14812.1693955504,174235548.59986
"1528","Lahe","2015",6455,24890.3645796138,160667303.361407
"1529","Lahe","2016",6780,24520.3492619142,166247967.995778
"1530","Lahe","2017",6201,32675.7309365868,202622207.537775
"1531","Lai-Hka","2001",775,2542.45621946799,1970403.57008769
"1532","Lai-Hka","2002",2200,2607.64601699534,5736821.23738976
"1533","Lai-Hka","2003",2006,2919.17774691195,5855870.56030538
"1534","Lai-Hka","2004",2386,2772.81347315908,6615932.94695756
"1535","Lai-Hka","2005",183,2539.65108808316,464756.149119218
"1536","Lai-Hka","2006",2507,3340.83400648692,8375470.8542627
"1537","Lai-Hka","2007",2543,3577.36461083119,9097238.20534371
"1538","Lai-Hka","2008",1458,3986.52330970096,5812350.985544
"1539","Lai-Hka","2009",3489,4225.69090034852,14743435.551316
"1540","Lai-Hka","2010",2488,3616.42378258971,8997662.37108319
"1541","Lai-Hka","2011",1204,4136.188485053,4979970.93600382
"1542","Lai-Hka","2012",5245,4144.52077365331,21738011.4578116
"1543","Lai-Hka","2013",4115,4058.28921011694,16699860.0996312
"1544","Lai-Hka","2014",8362,4729.55144623275,39548509.1933982
"1545","Lai-Hka","2015",4815,7216.85420673876,34749153.0054471
"1546","Lai-Hka","2016",4824,9148.60463431843,44132868.7559521
"1547","Lai-Hka","2017",4466,9322.21097211623,41632994.2014711
"1548","Langkho","2001",729,2804.08882396466,2044180.75267023
"1549","Langkho","2002",1381,3255.3715337822,4495668.08815321
"1550","Langkho","2003",1619,3812.92070350383,6173118.6189727
"1551","Langkho","2004",1520,3284.9017918597,4993050.72362674
"1552","Langkho","2005",1218,3607.61964240488,4394080.72444914
"1553","Langkho","2006",2359,3780.00661233694,8917035.59850284
"1554","Langkho","2007",1579,3861.5295650253,6097355.18317494
"1555","Langkho","2008",1289,3831.9835965332,4939426.8559313
"1556","Langkho","2009",3344,4322.13212774755,14453209.8351878
"1557","Langkho","2010",2265,3770.33644310745,8539812.04363837
"1558","Langkho","2011",1348,3605.2122502054,4859826.11327688
"1559","Langkho","2012",3588,3333.19770085372,11959513.3506632
"1560","Langkho","2013",3802,2902.52381126179,11035395.5304173
"1561","Langkho","2014",4109,4393.55669302026,18053124.4516202
"1562","Langkho","2015",2453,6412.69597080556,15730343.216386
"1563","Langkho","2016",2039,7338.90279917076,14964022.8075092
"1564","Langkho","2017",1996,7789.92173329537,15548683.7796576
"1565","Lashe","2001",1222,4405.2320024826,5383193.50703373
"1566","Lashe","2002",1630,5432.57751048635,8855101.34209274
"1567","Lashe","2003",1536,5069.68380877597,7787034.33027988
"1568","Lashe","2004",1663,5737.24649096113,9541040.91446836
"1569","Lashe","2005",1857,4746.91272646243,8815016.93304073
"1570","Lashe","2006",1643,6262.52676451369,10289331.474096
"1571","Lashe","2007",2409,6171.04923005309,14866057.5951979
"1572","Lashe","2008",1891,6520.03963238894,12329394.9448475
"1573","Lashe","2009",2270,6908.49112170509,15682274.8462706
"1574","Lashe","2010",1740,6647.13090080324,11566007.7673976
"1575","Lashe","2011",1770,5026.01583389654,8896048.02599687
"1576","Lashe","2012",3549,4484.08292166957,15914010.2890053
"1577","Lashe","2013",2504,7475.01541168883,18717438.5908688
"1578","Lashe","2014",4365,7166.02252886715,31279688.3385051
"1579","Lashe","2015",2208,10458.2134423917,23091735.280801
"1580","Lashe","2016",2350,14942.6450210281,35115215.7994161
"1581","Lashe","2017",1750,14861.8001327906,26008150.2323835
"1582","Lashio","2001",3275,2434.80429819291,7973984.07658176
"1583","Lashio","2002",6893,3097.58758933107,21351671.2532591
"1584","Lashio","2003",7241,3349.3039388863,24252309.8214757
"1585","Lashio","2004",8404,3262.85149586611,27421003.9712588
"1586","Lashio","2005",4054,3088.96251303033,12522654.0278249
"1587","Lashio","2006",9053,4322.02717878498,39127312.0495404
"1588","Lashio","2007",8300,3677.74296224985,30525266.5866738
"1589","Lashio","2008",5506,4169.44068175062,22956940.3937189
"1590","Lashio","2009",13700,4611.95957320007,63183846.1528409
"1591","Lashio","2010",9716,3355.06944242994,32597854.7026493
"1592","Lashio","2011",5494,3949.35997090665,21697783.6801611
"1593","Lashio","2012",21298,4168.34960671959,88777509.9239139
"1594","Lashio","2013",17967,4275.61976560988,76820060.3287128
"1595","Lashio","2014",23563,4518.08579573012,106459655.604789
"1596","Lashio","2015",11726,8110.48904880999,95103594.5863459
"1597","Lashio","2016",10313,10438.3011937655,107650200.211304
"1598","Lashio","2017",10379,10026.8509710889,104068686.228932
"1599","Launglon","2001",271,2737.72255574421,741922.81260668
"1600","Launglon","2002",170,2901.98557790737,493337.548244253
"1601","Launglon","2003",91,2576.88024728767,234496.102503178
"1602","Launglon","2004",396,3657.34251152904,1448307.6345655
"1603","Launglon","2005",251,3721.80045684424,934171.914667905
"1604","Launglon","2006",537,3840.23128500646,2062204.20004847
"1605","Launglon","2007",621,6101.36165120003,3788945.58539522
"1606","Launglon","2008",356,6389.33322515635,2274602.62815566
"1607","Launglon","2009",515,5667.25775951797,2918637.74615176
"1608","Launglon","2010",822,4258.19828562916,3500238.99078717
"1609","Launglon","2011",448,5591.86634354724,2505156.12190916
"1610","Launglon","2012",2430,5095.80432836294,12382804.5179219
"1611","Launglon","2013",1331,4293.19770720966,5714246.14829606
"1612","Launglon","2014",896,3810.19742990489,3413936.89719478
"1613","Launglon","2015",337,5955.88595694014,2007133.56748883
"1614","Launglon","2016",458,6353.12473845967,2909731.13021453
"1615","Launglon","2017",402,7422.61388758576,2983890.78280947
"1616","Lawksawk","2001",1027,2518.26746308295,2586260.68458619
"1617","Lawksawk","2002",1925,2723.98145853062,5243664.30767144
"1618","Lawksawk","2003",2314,2865.88578144822,6631659.69827117
"1619","Lawksawk","2004",3086,3492.55280200022,10778017.9469727
"1620","Lawksawk","2005",2080,3364.63170615596,6998433.94880441
"1621","Lawksawk","2006",3882,4826.62190441867,18736946.2329533
"1622","Lawksawk","2007",3585,5002.98610726602,17935705.1945487
"1623","Lawksawk","2008",3029,4465.1058071517,13524805.4898625
"1624","Lawksawk","2009",6187,5217.17348543581,32278652.3543913
"1625","Lawksawk","2010",5392,5026.50070491354,27102891.8008938
"1626","Lawksawk","2011",2273,3587.61176975592,8154641.5526552
"1627","Lawksawk","2012",6605,4664.41893325732,30808487.0541646
"1628","Lawksawk","2013",7100,3250.52622188648,23078736.175394
"1629","Lawksawk","2014",9836,4263.24241977098,41933252.4408674
"1630","Lawksawk","2015",5031,5438.39132207276,27360546.741348
"1631","Lawksawk","2016",5295,7385.62816323011,39106901.1243034
"1632","Lawksawk","2017",6007,7278.76936832419,43723567.5955234
"1633","Lemyethna","2001",280,1273.53285344627,356589.198964956
"1634","Lemyethna","2002",182,1338.57130975014,243619.978374525
"1635","Lemyethna","2003",122,1373.49792630896,167566.747009693
"1636","Lemyethna","2004",242,1604.55392549526,388302.049969853
"1637","Lemyethna","2005",173,1565.91892153018,270903.973424722
"1638","Lemyethna","2006",115,1797.219048891,206680.190622465
"1639","Lemyethna","2007",251,4661.81249840802,1170114.93710041
"1640","Lemyethna","2008",484,1529.60318315186,740327.940645502
"1641","Lemyethna","2009",285,1655.22209638488,471738.297469691
"1642","Lemyethna","2010",124,1738.20929001424,215537.951961766
"1643","Lemyethna","2011",675,2941.25627228569,1985347.98379284
"1644","Lemyethna","2012",1605,1767.31455086463,2836539.85413772
"1645","Lemyethna","2013",2012,1835.10641257846,3692234.10210786
"1646","Lemyethna","2014",1304,2982.34756571292,3888981.22568965
"1647","Lemyethna","2015",264,3940.80249072577,1040371.8575516
"1648","Lemyethna","2016",216,12817.196717412,2768514.490961
"1649","Lemyethna","2017",182,24999.541070229,4549916.47478168
"1650","Letpatan","2001",1101,2603.15092083325,2866069.16383741
"1651","Letpatan","2002",331,1578.941923995,522629.776842344
"1652","Letpatan","2003",184,1534.78557861546,282400.546465244
"1653","Letpatan","2004",550,1760.96023246311,968528.127854712
"1654","Letpatan","2005",203,2147.28601941376,435899.061940993
"1655","Letpatan","2006",176,2531.62685893867,445566.327173206
"1656","Letpatan","2007",226,2027.44473626544,458202.51039599
"1657","Letpatan","2008",242,1615.33197098993,390910.336979562
"1658","Letpatan","2009",403,2337.22448159819,941901.466084069
"1659","Letpatan","2010",552,1752.88338325523,967591.627556888
"1660","Letpatan","2011",654,2092.08671312855,1368224.71038607
"1661","Letpatan","2012",1001,1990.07812264982,1992068.20077247
"1662","Letpatan","2013",891,1223.89388446277,1090489.45105633
"1663","Letpatan","2014",779,2649.0595292325,2063617.37327212
"1664","Letpatan","2015",114,4889.80931401436,557438.261797638
"1665","Letpatan","2016",96,11979.237358958,1150006.78645997
"1666","Letpatan","2017",157,14494.0225085943,2275561.53384931
"1667","Lewe","2001",1166,1910.12620011247,2227207.14933114
