"","Township","Year","Number.of.Loss.Patches","Avg.Patch.Size","Total.Area.of.Loss.Patches"
"2773","Namhsan","2002",1610,4221.27643148517,6796255.05469112
"2774","Namhsan","2003",1987,4187.70232342085,8320964.51663724
"2775","Namhsan","2004",2252,4595.49253282533,10349049.1839227
"2776","Namhsan","2005",1935,3621.388346478,7007386.45043493
"2777","Namhsan","2006",1614,3857.22909608499,6225567.76108117
"2778","Namhsan","2007",1891,4405.22861272417,8330287.30666141
"2779","Namhsan","2008",945,3875.42968388906,3662281.05127516
"2780","Namhsan","2009",2682,4225.22233577939,11332046.3045603
"2781","Namhsan","2010",2222,4251.39825765916,9446606.92851864
"2782","Namhsan","2011",2005,3692.04894762184,7402558.13998178
"2783","Namhsan","2012",2727,3588.97077006365,9787123.28996357
"2784","Namhsan","2013",2085,8875.33281331291,18505068.9157574
"2785","Namhsan","2014",2992,7028.89115764145,21030442.3436632
"2786","Namhsan","2015",943,15822.6533320535,14920762.0921264
"2787","Namhsan","2016",1133,17200.9327055704,19488656.7554112
"2788","Namhsan","2017",1161,17562.0982091624,20389596.0208375
"2789","Nampan","2001",2681,2597.32582836151,6963430.54583722
"2790","Nampan","2002",1087,3218.24942528385,3498237.12528354
"2791","Nampan","2003",4781,3185.40561885939,15229424.2637667
"2792","Nampan","2004",3969,2720.83624110781,10798999.0409569
"2793","Nampan","2005",2737,3406.84948869138,9324547.05054831
"2794","Nampan","2006",3809,3512.04485148597,13377378.83931
"2795","Nampan","2007",5416,4422.37486594645,23951582.273966
"2796","Nampan","2008",2019,4109.1355052694,8296344.58513891
"2797","Nampan","2009",6055,5072.73235843929,30715394.4303499
"2798","Nampan","2010",4668,4370.27521191259,20400444.689208
"2799","Nampan","2011",2976,4793.78121339487,14266292.8910631
"2800","Nampan","2012",4733,8203.26737788432,38826064.4995265
"2801","Nampan","2013",5922,11779.3500786014,69757311.1654775
"2802","Nampan","2014",6054,12130.6344167831,73438860.7592051
"2803","Nampan","2015",3239,26975.7579299268,87374479.9350329
"2804","Nampan","2016",3054,31182.2177953395,95230493.146967
"2805","Nampan","2017",3259,25809.7681362129,84114034.3559178
"2806","Namsang","2001",1356,2521.40833417428,3419029.70114032
"2807","Namsang","2002",2803,2619.44461640426,7342303.25978114
"2808","Namsang","2003",2814,2853.05583646175,8028499.12380337
"2809","Namsang","2004",3184,2813.49585054689,8958170.7881413
"2810","Namsang","2005",561,2569.00112058946,1441209.62865069
"2811","Namsang","2006",5154,4185.40505534575,21571577.655252
"2812","Namsang","2007",3622,3800.4973690435,13765401.4706756
"2813","Namsang","2008",2741,4004.9439383493,10977551.3350154
"2814","Namsang","2009",7468,4811.33757863206,35931069.0372242
"2815","Namsang","2010",5355,4474.93778519402,23963291.839714
"2816","Namsang","2011",2343,4332.73024875961,10151586.9728438
"2817","Namsang","2012",9469,4267.03612027517,40404565.0228855
"2818","Namsang","2013",6639,3922.71333039474,26042893.8004907
"2819","Namsang","2014",12893,4909.60465380726,63299532.801537
"2820","Namsang","2015",6668,8105.03765609442,54044391.0908376
"2821","Namsang","2016",6580,9312.90416094863,61278909.379042
"2822","Namsang","2017",6459,9838.15510639446,63544643.8322018
"2823","Namtu","2001",5168,3092.66166671122,15982875.4935636
"2824","Namtu","2002",6389,4863.36949529662,31072067.7054501
"2825","Namtu","2003",8482,4636.22828134421,39324488.2823616
"2826","Namtu","2004",9355,5062.92847377908,47363695.8722033
"2827","Namtu","2005",7265,4395.34680479325,31932194.536823
"2828","Namtu","2006",8256,4858.14484448231,40108843.8360459
"2829","Namtu","2007",7672,4887.18808381335,37494506.9790161
"2830","Namtu","2008",5240,4000.12152621383,20960636.7973604
"2831","Namtu","2009",11186,4996.2461818347,55888009.790003
"2832","Namtu","2010",8972,4439.27242267927,39829152.1762784
"2833","Namtu","2011",6898,4456.85654518184,30743396.4486643
"2834","Namtu","2012",14016,4858.60594007259,68098220.8560574
"2835","Namtu","2013",13167,8061.16855241121,106141406.329598
"2836","Namtu","2014",19844,6711.17024686023,133176462.378694
"2837","Namtu","2015",7543,12651.9844527846,95433918.7273542
"2838","Namtu","2016",7215,16608.2333654656,119828403.731834
"2839","Namtu","2017",6921,17127.7136101465,118540905.895824
"2840","Nanyun","2001",5740,3890.28614280538,22330242.4597029
"2841","Nanyun","2002",4400,4694.43362240044,20655507.9385619
"2842","Nanyun","2003",4989,3432.21500361804,17123320.6530504
"2843","Nanyun","2004",7648,3790.01817961729,28986059.037713
"2844","Nanyun","2005",5546,3659.28990382994,20294421.8066408
"2845","Nanyun","2006",6505,3932.66492784449,25581985.3556284
"2846","Nanyun","2007",5872,4438.53987598782,26063106.1518005
"2847","Nanyun","2008",6991,4424.75438822971,30933457.9281139
"2848","Nanyun","2009",8213,4057.80907681955,33326785.947919
"2849","Nanyun","2010",4755,4109.32000718253,19539816.6341529
"2850","Nanyun","2011",6381,4458.77573159479,28451447.9433063
"2851","Nanyun","2012",15067,4140.62884361833,62386854.7867973
"2852","Nanyun","2013",12493,6171.33747289706,77098519.048903
"2853","Nanyun","2014",11554,6957.00835624872,80381274.5480977
"2854","Nanyun","2015",6121,11459.5501197492,70143906.2829849
"2855","Nanyun","2016",6584,12109.1859528126,79726880.3133181
"2856","Nanyun","2017",7067,14166.7920543477,100116719.448075
"2857","Natmauk","2001",11,1845.3810086479,20299.1910951269
"2858","Natmauk","2002",11,1187.10388773794,13058.1427651173
"2859","Natmauk","2003",2,1088.48257264892,2176.96514529784
"2860","Natmauk","2004",7,5386.19609198381,37703.3726438867
"2861","Natmauk","2005",0,0,0
"2862","Natmauk","2006",3,966.854595816905,2900.56378745071
"2863","Natmauk","2007",3,1690.65545565977,5071.96636697931
"2864","Natmauk","2008",12,1570.30574919317,18843.668990318
"2865","Natmauk","2009",30,1210.4166357451,36312.499072353
"2866","Natmauk","2010",6,846.077988850085,5076.46793310051
"2867","Natmauk","2011",3,2660.18789620684,7980.56368862051
"2868","Natmauk","2012",16,1132.98042892476,18127.6868627962
"2869","Natmauk","2013",3,1209.68182689203,3629.04548067608
"2870","Natmauk","2014",3,968.200430064807,2904.60129019442
"2871","Natmauk","2015",0,0,0
"2872","Natmauk","2016",0,0,0
"2873","Natmauk","2017",0,0,0
"2874","Natogyi","2001",27,1015.43991797035,27416.8777851995
"2875","Natogyi","2002",2,721.902661045463,1443.80532209093
"2876","Natogyi","2003",9,1121.4673990746,10093.2065916714
"2877","Natogyi","2004",1,1443.70898871712,1443.70898871712
"2878","Natogyi","2005",4,721.203984893531,2884.81593957412
"2879","Natogyi","2006",2,1801.89480515655,3603.7896103131
"2880","Natogyi","2007",1,1441.78001716615,1441.78001716615
"2881","Natogyi","2008",1,1441.46473955124,1441.46473955124
"2882","Natogyi","2009",9,1362.51637786322,12262.647400769
"2883","Natogyi","2010",1,1442.27401282467,1442.27401282467
"2884","Natogyi","2011",5,1009.89182181939,5049.45910909697
"2885","Natogyi","2012",6,841.230445215756,5047.38267129453
"2886","Natogyi","2013",8,811.057379030342,6488.45903224273
"2887","Natogyi","2014",6,1442.12104659444,8652.72627956661
"2888","Natogyi","2015",9,2003.10302334404,18027.9272100964
"2889","Natogyi","2016",0,0,0
"2890","Natogyi","2017",0,0,0
"2891","Nattalin","2001",269,1868.21815319449,502550.683209318
"2892","Nattalin","2002",248,1453.27451528809,360412.079791446
"2893","Nattalin","2003",697,1564.27219660206,1090297.72103164
"2894","Nattalin","2004",828,1659.90650996298,1374402.59024935
"2895","Nattalin","2005",448,1635.70149741099,732794.270840123
"2896","Nattalin","2006",538,2377.96897412019,1279347.30807666
"2897","Nattalin","2007",374,2311.52953482349,864512.046023984
"2898","Nattalin","2008",745,2026.23826617342,1509547.5082992
"2899","Nattalin","2009",1192,2252.04030983636,2684432.04932494
"2900","Nattalin","2010",1788,2426.00889973107,4337703.91271915
"2901","Nattalin","2011",755,1927.64863777834,1455374.72152265
"2902","Nattalin","2012",1178,1563.73774990104,1842083.06938343
"2903","Nattalin","2013",1985,1608.14183802985,3192161.54848926
"2904","Nattalin","2014",3825,2534.11760694296,9692999.84655681
"2905","Nattalin","2015",673,3002.17286180156,2020462.33599245
"2906","Nattalin","2016",142,8781.0121960192,1246903.73183473
"2907","Nattalin","2017",120,10902.5420816971,1308305.04980365
"2908","Nawnghkio","2001",2078,2073.88045456939,4309523.5845952
"2909","Nawnghkio","2002",2042,2642.50531327377,5395995.84970505
"2910","Nawnghkio","2003",4236,2748.66126982943,11643329.1389975
"2911","Nawnghkio","2004",3014,2797.59305245455,8431945.46009801
"2912","Nawnghkio","2005",3597,2859.47281231775,10285523.7059069
"2913","Nawnghkio","2006",2846,3043.14097528684,8660779.21566635
"2914","Nawnghkio","2007",3400,3197.05840513811,10869998.5774696
"2915","Nawnghkio","2008",3038,2869.39101864829,8717209.9146535
"2916","Nawnghkio","2009",8369,3525.34150988502,29503583.0962277
"2917","Nawnghkio","2010",4762,3819.8962423718,18190345.9061745
"2918","Nawnghkio","2011",3602,3409.96624166458,12282698.4024758
"2919","Nawnghkio","2012",5640,3157.95211119387,17810849.9071334
"2920","Nawnghkio","2013",7794,4429.54497164133,34523873.5089725
"2921","Nawnghkio","2014",8061,4707.7298393297,37949010.2348367
"2922","Nawnghkio","2015",4038,8485.51099426151,34264493.394828
"2923","Nawnghkio","2016",5161,9897.60846945333,51081557.3108486
"2924","Nawnghkio","2017",5497,9515.42651647877,52306299.5610838
"2925","Ngape","2001",345,1443.89779785959,498144.740261557
"2926","Ngape","2002",390,1662.86310266829,648516.610040632
"2927","Ngape","2003",1323,2218.74046106075,2935393.62998337
"2928","Ngape","2004",675,1891.85525082975,1277002.29431008
"2929","Ngape","2005",966,2478.86972234738,2394588.15178757
"2930","Ngape","2006",1255,2080.97057728518,2611618.0744929
"2931","Ngape","2007",1136,2954.20508811983,3355976.98010412
"2932","Ngape","2008",1677,2477.80661926036,4155281.70049962
"2933","Ngape","2009",977,2978.11489290382,2909618.25036703
"2934","Ngape","2010",1114,2920.66380536941,3253619.47918152
"2935","Ngape","2011",1242,2528.71831639208,3140668.14895897
"2936","Ngape","2012",2158,2380.56557782709,5137260.51695086
"2937","Ngape","2013",1534,3314.11803564419,5083857.06667818
"2938","Ngape","2014",1540,5182.36296055499,7980838.95925469
"2939","Ngape","2015",837,11941.6975172989,9995200.82197922
"2940","Ngape","2016",803,21958.8549407436,17632960.5174171
"2941","Ngape","2017",820,21466.367225077,17602421.1245631
"2942","Ngaputaw","2001",1145,2385.81969664876,2731763.55266283
"2943","Ngaputaw","2002",824,2484.38354433353,2047132.04053083
"2944","Ngaputaw","2003",597,2250.37482169894,1343473.76855427
"2945","Ngaputaw","2004",706,2881.63536514041,2034434.56778913
"2946","Ngaputaw","2005",1271,2754.75608404898,3501294.98282625
"2947","Ngaputaw","2006",1506,3166.89598938604,4769345.36001538
"2948","Ngaputaw","2007",787,3560.40011379397,2802034.88955585
"2949","Ngaputaw","2008",2241,3934.37919292855,8816943.77135287
"2950","Ngaputaw","2009",867,4463.12021432508,3869525.22581984
"2951","Ngaputaw","2010",1682,4393.40425380824,7389705.95490546
"2952","Ngaputaw","2011",1543,5798.73755707639,8947452.05056887
"2953","Ngaputaw","2012",5716,3751.69867521206,21444709.6275121
"2954","Ngaputaw","2013",4324,3291.136952604,14230876.1830597
"2955","Ngaputaw","2014",4802,5296.72573387969,25434876.9740903
"2956","Ngaputaw","2015",1177,7609.92194131878,8956878.1249322
"2957","Ngaputaw","2016",1791,10142.3506120875,18164949.9462487
"2958","Ngaputaw","2017",1673,12015.4420932303,20101834.6219742
"2959","Ngazun","2001",0,0,0
"2960","Ngazun","2002",0,0,0
"2961","Ngazun","2003",1,719.12848674334,719.12848674334
"2962","Ngazun","2004",2,2515.14978406948,5030.29956813897
"2963","Ngazun","2005",4,719.384897927712,2877.53959171085
"2964","Ngazun","2006",1,719.896084247053,719.896084247053
"2965","Ngazun","2007",0,0,0
"2966","Ngazun","2008",3,719.37609296588,2158.12827889764
"2967","Ngazun","2009",1,1437.20840412367,1437.20840412367
"2968","Ngazun","2010",0,0,0
"2969","Ngazun","2011",3,959.245094779603,2877.73528433881
"2970","Ngazun","2012",2,2519.11262516078,5038.22525032156
"2971","Ngazun","2013",9,1198.30709801944,10784.7638821749
"2972","Ngazun","2014",8,1439.12128324102,11512.9702659282
"2973","Ngazun","2015",4,1798.702394283,7194.80957713198
"2974","Ngazun","2016",0,0,0
"2975","Ngazun","2017",0,0,0
"2976","Njangyang","2001",3017,6347.59679993806,19150699.5454131
"2977","Njangyang","2002",2876,4151.99678903751,11941142.7652719
"2978","Njangyang","2003",3597,3568.66306483369,12836481.0442068
"2979","Njangyang","2004",5566,3523.78133184313,19613366.8930389
"2980","Njangyang","2005",4849,4973.77478003606,24117833.9083949
"2981","Njangyang","2006",4169,5458.14771144946,22755017.8090328
"2982","Njangyang","2007",4276,5395.52290320726,23071255.9341142
"2983","Njangyang","2008",3575,4451.9561721051,15915743.3152757
"2984","Njangyang","2009",5772,5927.83651531041,34215472.3663717
"2985","Njangyang","2010",4037,5280.72250384978,21318276.7480416
"2986","Njangyang","2011",4622,5241.61660595169,24226751.9527087
"2987","Njangyang","2012",8271,4705.76620514598,38921392.2827624
"2988","Njangyang","2013",5942,8996.91191223467,53459650.5824984
"2989","Njangyang","2014",7873,7094.72322312019,55856755.9356252
"2990","Njangyang","2015",3986,13687.385410806,54557918.2474726
"2991","Njangyang","2016",2906,18268.5780564901,53088487.8321602
"2992","Njangyang","2017",3031,20626.4938612666,62518902.8934992
"2993","Nogmung","2001",1264,2036.69123175098,2574377.71693324
"2994","Nogmung","2002",743,2370.20975199725,1761065.84573396
"2995","Nogmung","2003",1842,2385.9697289099,4394956.24065203
"2996","Nogmung","2004",1017,1976.79318400787,2010398.668136
"2997","Nogmung","2005",1460,2359.87463193851,3445416.96263023
"2998","Nogmung","2006",1386,2783.70341653144,3858212.93531258
"2999","Nogmung","2007",1535,2381.31019413853,3655311.14800265
"3000","Nogmung","2008",1717,2267.19379501582,3892771.74604216
"3001","Nogmung","2009",1469,3411.5102957453,5011508.62444984
"3002","Nogmung","2010",1327,2021.65009755738,2682729.67945864
"3003","Nogmung","2011",843,1973.01724418943,1663253.53685169
"3004","Nogmung","2012",2547,1968.07498108308,5012686.97681861
"3005","Nogmung","2013",2657,2889.4722816165,7677327.85225505
"3006","Nogmung","2014",1867,2741.39949248715,5118192.85247352
"3007","Nogmung","2015",612,4212.04009970218,2577768.54101773
"3008","Nogmung","2016",623,5562.689657484,3465555.65661253
"3009","Nogmung","2017",1016,7126.88370275027,7240913.84199427
"3010","Nyaungiebin","2001",23,1954.21150913931,44946.8647102041
"3011","Nyaungiebin","2002",313,2084.58625130162,652475.496657409
"3012","Nyaungiebin","2003",104,2670.02776508345,277682.887568678
"3013","Nyaungiebin","2004",175,2352.74254226308,411729.944896039
"3014","Nyaungiebin","2005",35,1957.69927374686,68519.4745811401
"3015","Nyaungiebin","2006",428,5671.06060406898,2427213.93854152
"3016","Nyaungiebin","2007",191,6327.25031179726,1208504.80955328
"3017","Nyaungiebin","2008",61,14764.7623672191,900650.504400365
"3018","Nyaungiebin","2009",140,4824.09094161609,675372.731826253
"3019","Nyaungiebin","2010",144,7917.31814475154,1140093.81284422
"3020","Nyaungiebin","2011",303,7348.54661286052,2226609.62369674
"3021","Nyaungiebin","2012",412,11404.0755570991,4698479.12952485
"3022","Nyaungiebin","2013",387,4989.87836161072,1931082.92594335
"3023","Nyaungiebin","2014",298,8371.36333046299,2494666.27247797
"3024","Nyaungiebin","2015",53,3668.05358676946,194406.840098781
"3025","Nyaungiebin","2016",68,11957.2094020547,813090.239339719
"3026","Nyaungiebin","2017",70,7059.56612614209,494169.628829946
"3027","Nyaungu","2001",4,723.025771178484,2892.10308471394
"3028","Nyaungu","2002",5,2022.19450232705,10110.9725116353
"3029","Nyaungu","2003",5,3465.14556539653,17325.7278269827
"3030","Nyaungu","2004",2,3247.86061414515,6495.72122829029
"3031","Nyaungu","2005",2,721.779732347707,1443.55946469541
"3032","Nyaungu","2006",12,4577.29224766413,54927.5069719696
"3033","Nyaungu","2007",11,1377.91089640684,15157.0198604753
"3034","Nyaungu","2008",14,1959.49660432579,27432.9524605611
"3035","Nyaungu","2009",7,1653.45974174383,11574.2181922068
"3036","Nyaungu","2010",12,1445.2920513921,17343.5046167052
"3037","Nyaungu","2011",5,1011.10413035333,5055.52065176663
"3038","Nyaungu","2012",4,1445.3816962962,5781.5267851848
"3039","Nyaungu","2013",1,1444.37483979677,1444.37483979677
"3040","Nyaungu","2014",6,1445.12110301892,8670.72661811352
"3041","Nyaungu","2015",5,2312.06425076181,11560.321253809
"3042","Nyaungu","2016",0,0,0
"3043","Nyaungu","2017",0,0,0
"3044","Okpo","2001",187,2077.69178672107,388528.36411684
"3045","Okpo","2002",352,2001.16184426661,704408.969181848
"3046","Okpo","2003",523,1818.18932576807,950913.017376701
"3047","Okpo","2004",452,1503.14137814003,679419.902919292
"3048","Okpo","2005",231,1762.07457815545,407039.227553909
"3049","Okpo","2006",430,3411.65333496341,1467010.93403427
"3050","Okpo","2007",123,2052.78291362598,252492.298375995
"3051","Okpo","2008",301,1738.5597818401,523306.494333869
"3052","Okpo","2009",371,1977.58676596596,733684.690173372
"3053","Okpo","2010",489,2349.53893509799,1148924.53926292
"3054","Okpo","2011",697,2420.47082838664,1687068.16738549
"3055","Okpo","2012",853,1805.62223277475,1540195.76455686
"3056","Okpo","2013",1083,1927.18645208077,2087142.92760348
"3057","Okpo","2014",1241,3469.03404043982,4305071.24418582
"3058","Okpo","2015",309,6893.52209002764,2130098.32581854
"3059","Okpo","2016",155,12661.9660168722,1962604.73261519
"3060","Okpo","2017",195,14802.9038978867,2886566.2600879
"3061","Oktwin","2001",260,2005.39944808913,521403.856503174
"3062","Oktwin","2002",498,2141.06774317867,1066251.73610298
"3063","Oktwin","2003",739,2278.11635496289,1683527.98631757
"3064","Oktwin","2004",1107,3265.28612815638,3614671.74386912
